id,count
0,94.14689
1,221.13483
2,65.53591
4,102.37248
5,98.23539
10,126.84538
11,135.1123
12,206.38556
15,74.16511
17,29.852188
18,208.88681
23,200.8649
25,171.09995
26,82.138016
31,185.75859
39,183.69933
40,57.972355
41,126.79668
42,208.93561
43,169.51555
51,206.69383
52,66.92192
54,86.35317
60,159.19424
61,187.90068
62,146.29794
63,48.90123
65,132.46149
66,122.10271
68,183.10083
71,56.01154
80,90.9509
82,82.880554
94,179.8474
98,194.91048
101,89.837776
102,166.20808
107,94.12616
112,219.17986
113,82.89718
115,15.356081
116,156.45462
120,83.13578
121,81.231674
122,214.15742
132,164.07571
143,46.912548
147,79.73888
150,74.00438
151,70.01863
152,200.39543
153,85.56086
155,83.24372
156,96.334435
159,188.61299
161,79.79109
163,77.603134
177,167.16292
186,86.2884
188,61.53781
190,75.89068
191,95.03275
192,176.31705
195,207.40735
200,172.92502
209,201.11504
210,75.780235
211,228.59421
214,170.13467
215,89.53127
218,151.76903
219,49.772224
222,94.69892
225,63.95661
228,215.35605
236,200.12024
241,72.76182
242,175.53355
243,212.70311
245,67.618416
247,204.92642
251,187.03091
252,78.332855
253,74.985886
254,80.11315
258,199.50783
260,61.743332
261,178.42696
265,62.84468
266,194.57417
267,197.921
269,161.44548
270,75.999756
275,148.49933
278,78.292984
279,59.604946
286,102.12145
287,58.57817
288,191.34909
289,171.7183
293,78.01516
294,181.53848
297,-12.512221
302,115.827576
303,77.55109
304,103.29248
307,135.10419
309,67.389275
311,196.9027
312,125.907074
314,199.21844
315,206.55705
319,181.83247
322,150.638
323,62.381855
325,188.97932
327,194.57907
330,64.333755
332,191.39456
333,74.473694
338,154.3506
341,86.28285
345,133.46693
348,153.91615
349,91.02027
350,117.5845
352,50.554295
355,53.406303
356,180.32361
358,73.53427
363,170.00705
369,187.04015
371,75.47704
372,194.48497
375,207.95665
380,189.18962
388,77.62272
391,186.79762
392,181.44481
393,206.90219
394,92.655945
396,60.236774
401,64.86223
407,43.55604
409,77.689606
410,132.71313
416,118.883125
418,117.82238
420,184.52444
421,206.24545
422,186.97633
424,211.9825
428,193.92667
429,211.21695
431,168.28517
435,12.712521
439,104.33068
441,47.860878
447,79.53804
449,195.70244
451,201.64465
452,82.00265
454,179.80806
458,210.43684
463,172.22177
467,80.81804
470,123.10941
471,148.91472
474,199.3474
478,92.44197
483,110.18917
484,163.39247
485,76.61961
486,167.85646
491,132.52826
494,108.610596
495,189.83064
497,179.05653
499,210.23285
515,139.69576
518,178.89273
521,95.31501
525,194.60466
529,192.40068
532,164.89644
534,63.911655
540,71.80438
544,210.87944
547,176.93384
549,85.34009
563,63.56852
564,197.99046
567,117.889656
572,163.18512
577,180.35175
578,212.7126
585,207.3798
588,200.3076
589,177.44652
590,129.35965
592,88.208
594,123.59791
596,77.58243
598,208.58777
599,174.52245
605,85.57769
606,154.58345
607,191.87883
608,185.28041
609,69.12617
610,190.37366
611,101.99635
614,172.13834
615,168.85698
616,189.90765
617,155.4486
618,187.269
624,119.976265
629,180.73294
631,93.709854
633,96.42451
637,78.85427
638,151.27249
643,42.50141
644,169.67842
645,67.16179
646,173.79869
648,159.24026
650,71.0923
651,105.45535
652,212.4938
656,155.70418
657,95.212875
659,82.85719
660,171.23624
662,144.10779
665,203.68932
675,215.84448
681,155.62192
682,178.67342
685,60.167175
686,194.37398
689,74.85023
696,153.69543
703,181.64215
704,130.31844
705,155.20238
714,177.88533
717,78.92404
718,91.00208
720,73.37325
721,213.06029
723,185.21465
726,103.18422
728,186.3808
730,105.5033
731,81.835014
734,214.52516
737,62.22242
738,72.51668
745,207.09404
746,85.30522
749,176.96036
752,75.717094
753,90.678444
758,178.45015
765,99.02849
766,201.53836
768,71.49498
769,191.59991
774,175.76892
775,116.08184
781,69.14161
784,198.54572
794,100.76617
795,207.93242
796,72.27261
802,122.33802
803,102.40432
805,73.705315
806,202.95343
807,134.12038
809,61.491512
810,194.48157
812,96.27175
814,115.16505
818,185.3874
819,209.64389
825,-8.632528
836,102.654686
839,165.8825
847,202.27774
848,92.976
851,183.08766
852,166.1899
853,44.304314
857,177.38959
858,94.20931
859,187.0622
861,1.9207146
867,150.79593
870,180.75879
871,196.03539
872,217.14055
874,217.67348
881,205.02307
886,161.39206
890,57.04659
895,171.00171
899,73.735016
900,195.02235
901,200.02377
902,192.89331
903,80.2862
913,206.80109
918,202.4621
923,159.72197
924,69.323135
926,58.22195
927,73.82768
930,177.90591
934,58.460026
937,171.07724
939,141.22215
941,87.335175
942,216.41353
946,198.158
950,133.45941
953,84.34484
959,47.94579
961,54.18304
962,89.47169
964,88.301094
969,173.7999
971,153.95772
976,71.33453
978,185.64511
980,198.9336
981,173.63097
990,209.22397
993,66.98986
996,74.483635
998,216.73709
