id,count
0,102.76935
1,235.45306
2,68.03104
4,112.552635
5,101.12974
10,141.65048
11,150.49669
12,215.02538
15,80.02127
17,31.692667
18,225.15154
23,216.57295
25,179.41179
26,90.364876
31,201.45251
39,193.73303
40,64.700325
41,135.51553
42,223.58482
43,184.69998
51,222.79079
52,74.40691
54,96.85206
60,174.4755
61,198.3592
62,159.99628
63,57.70671
65,147.16263
66,135.30963
68,192.81743
71,64.8306
80,99.006485
82,97.223656
94,194.19656
98,210.86946
101,95.1115
102,181.31677
107,102.511986
112,229.44563
113,87.90622
115,17.936077
116,171.48775
120,96.88232
121,86.909424
122,230.4713
132,178.69579
143,50.926624
147,89.45718
150,79.35675
151,78.8917
152,216.42583
153,100.02755
155,87.98593
156,107.63343
159,204.15735
161,93.48232
163,91.37243
177,182.49776
186,96.681
188,75.279945
190,90.01545
191,103.86661
192,185.46428
195,220.45479
200,187.03316
209,217.33824
210,80.995476
211,239.79631
214,183.4503
215,98.8849
218,161.23784
219,55.03055
222,108.65003
225,71.83456
228,231.47397
236,215.9561
241,86.37769
242,190.49384
243,228.80342
245,81.45348
247,220.87282
251,200.00746
252,92.093315
253,80.29168
254,86.51209
258,215.61009
260,73.92916
261,189.04422
265,76.62152
266,210.73837
267,207.64659
269,176.68443
270,89.62664
275,157.88997
278,91.02784
279,65.60999
286,116.64165
287,72.01181
288,207.05008
289,185.78271
293,91.82445
294,191.10518
297,-11.081095
302,121.85616
303,82.13647
304,106.80157
307,147.4457
309,74.37532
311,211.46758
312,131.26587
314,213.90086
315,222.57347
319,197.40411
322,165.47438
323,75.90145
325,197.57576
327,210.5873
330,74.19126
332,207.06416
333,88.1561
338,166.67435
341,91.17647
345,140.56755
348,168.99382
349,105.24682
350,131.97098
352,59.510983
355,60.68938
356,192.72058
358,79.5914
363,184.86594
369,201.28647
371,80.91932
372,205.7553
375,223.9652
380,199.00594
388,91.45278
391,201.69858
392,193.43723
393,222.99617
394,99.52636
396,72.13031
401,72.41474
407,57.643467
409,91.455345
410,144.15105
416,126.9876
418,132.33867
420,200.18646
421,216.73904
422,201.98898
424,227.90826
428,203.8785
429,220.49788
431,179.30746
435,14.288433
439,118.42591
441,50.01391
447,88.72934
449,205.11388
451,214.47575
452,93.245415
454,187.904
458,218.91437
463,185.45142
467,86.080795
470,131.09944
471,163.92252
474,215.023
478,103.37817
483,119.22346
484,171.51295
485,90.85599
486,179.76427
491,138.86516
494,114.453224
495,199.13808
497,190.98375
499,221.54976
515,151.5277
518,194.3999
521,109.38009
525,208.75682
529,208.36238
532,180.29793
534,77.28012
540,85.56096
544,226.66063
547,192.29782
549,99.38946
563,70.25714
564,211.52762
567,124.753654
572,171.38205
577,189.23059
578,228.84557
585,219.13634
588,210.55151
589,185.49748
590,143.79155
592,94.51166
594,132.77757
596,86.38088
598,217.91597
599,189.46
605,97.0374
606,168.1077
607,203.64084
608,200.85551
609,82.752174
610,206.43053
611,115.56592
614,186.38512
615,184.62582
616,204.05696
617,169.09566
618,197.80847
624,128.427
629,195.56245
631,108.247246
633,103.101616
637,90.89875
638,159.92381
643,55.71292
644,183.63033
645,77.61825
646,184.4955
648,174.34695
650,85.167244
651,113.59201
652,228.77208
656,169.19902
657,105.48045
659,88.01156
660,180.10117
