id,count
0,107.03151
1,242.17772
2,69.07554
4,116.77707
5,103.00074
10,145.87521
11,155.92897
12,222.18466
15,84.14577
17,31.920433
18,231.72754
23,222.77826
25,185.63351
26,94.19088
31,208.0198
39,200.05048
40,68.29708
41,137.97208
42,230.39111
43,190.03503
51,229.24734
52,78.4213
54,100.95537
60,179.93687
61,204.76115
62,165.44325
63,60.94965
65,151.42838
66,139.89941
68,199.36922
71,68.32076
80,102.96254
82,100.614235
94,200.03291
98,216.88908
101,99.70533
102,187.16379
107,103.928696
112,236.6201
113,92.50501
115,17.59172
116,176.45824
120,100.36203
121,91.628105
122,237.10788
132,184.84721
143,51.32197
147,93.12288
150,83.12422
151,82.28829
152,222.87231
153,103.553696
155,92.419945
156,108.913284
159,210.17769
161,96.968
163,94.470634
177,187.90498
186,100.86738
188,78.29723
190,93.656586
191,108.193146
192,191.83032
195,227.31844
200,193.50587
209,223.82036
210,85.33595
211,247.04172
214,189.98303
215,102.88786
218,166.80516
219,58.442013
222,112.29582
225,75.58415
228,238.13658
236,221.96721
241,89.73236
242,196.454
243,235.11859
245,84.9302
247,227.4475
251,206.47266
252,95.51046
253,84.24042
254,90.77648
258,221.61864
260,77.08144
261,195.20851
265,79.517654
266,217.43327
267,214.66551
269,182.19696
270,92.55795
275,163.34491
278,94.677765
279,68.92767
286,120.858215
287,74.80942
288,213.15637
289,192.06029
293,95.11842
294,197.37282
297,-12.212685
302,127.04751
303,86.42413
304,108.78755
307,152.4972
309,78.1425
311,217.75325
312,133.98108
314,220.30707
315,228.82143
319,203.58098
322,170.4173
323,78.676865
325,204.10605
327,217.3783
330,77.69592
332,213.14427
333,91.41724
338,172.0893
341,95.647896
345,143.0484
348,174.93721
349,108.7319
350,136.22437
352,62.786285
355,64.11215
356,198.71332
358,83.68909
363,190.81882
369,207.39203
371,84.78872
372,212.22205
375,230.62903
380,205.43153
388,94.405655
391,208.00253
392,200.1319
393,229.57094
394,103.88358
396,75.4725
401,76.29067
407,60.340527
409,94.34771
410,149.21098
416,132.38866
418,136.62186
420,205.91624
421,223.67548
422,208.25146
424,234.25139
428,210.80835
429,227.65118
431,186.01677
435,13.869985
439,122.42729
441,50.347874
447,92.59289
449,211.9042
451,221.0577
452,97.185196
454,194.41214
458,226.06631
463,191.2395
467,90.393036
470,133.42775
471,169.18796
474,221.56938
478,107.406525
483,124.02357
484,177.36755
485,94.10154
486,185.4203
491,144.36858
494,119.25628
495,206.21114
497,197.5393
499,228.4538
515,156.7123
518,200.5525
521,113.10782
525,215.09566
529,214.53735
532,185.96913
534,80.654526
540,88.33177
544,233.18556
547,197.95473
549,102.37407
563,73.94058
564,217.88547
567,129.89175
572,177.36641
577,195.62816
578,235.23181
585,226.05011
588,217.26439
589,191.8488
590,148.37613
592,98.99437
594,134.92938
596,90.48891
598,225.0435
599,194.99818
605,101.243515
606,173.81578
607,210.5019
608,206.99483
609,85.51997
610,212.66925
611,120.00957
614,192.21028
615,190.62947
616,210.73491
617,174.54893
618,204.17516
624,133.39275
629,201.43564
631,111.75437
633,107.73195
637,94.710754
638,165.56389
643,58.442142
644,189.8737
645,81.23925
646,190.79771
648,179.91637
650,88.66893
651,118.32335
652,235.56734
656,175.42833
657,109.57736
659,92.21182
660,186.2539
662,161.7299
665,226.27386
675,238.87318
681,176.78542
682,199.82289
685,76.41821
686,215.9689
689,88.90537
696,173.80528
703,199.97212
704,142.805
705,175.64473
714,199.34848
717,90.73252
718,102.2779
720,90.45658
721,233.72217
723,206.62349
726,114.39779
728,201.3383
730,118.50574
731,98.04884
734,236.83308
737,75.50108
738,89.44793
745,224.48634
746,96.29788
749,198.12628
752,86.830635
753,101.21136
758,199.78777
765,109.95031
766,218.62575
768,84.84994
769,213.1153
774,196.66194
775,134.69514
781,77.69047
784,220.59515
794,119.27001
795,230.3904
796,87.96981
802,130.36377
803,120.100655
805,84.40155
806,225.47612
807,149.21394
809,72.882195
810,215.75931
812,108.531425
814,128.02373
818,207.22046
819,229.61069
825,-7.65836
836,112.899506
839,183.45259
847,224.70403
848,106.75097
851,198.57208
852,186.78387
853,48.082726
857,198.21024
858,110.24544
859,207.55858
861,2.8390408
867,165.37944
870,198.04984
871,218.31862
872,239.82977
874,240.1449
881,227.02855
886,181.40633
890,70.14491
895,191.62306
899,88.64965
900,217.75851
901,222.10367
902,214.60336
903,98.05352
913,228.82457
918,224.97496
923,180.51157
924,84.9313
926,74.19554
927,90.88368
930,194.5557
934,69.4978
937,191.21678
939,160.35019
941,104.961494
942,239.20488
946,216.65817
950,147.57536
953,94.220116
959,51.11067
961,65.543976
962,106.91353
964,97.394615
969,187.92331
971,173.82352
976,84.42783
978,207.28131
980,219.65591
981,191.79498
990,231.18884
993,81.88007
996,92.14244
998,234.86418
999,206.02197
1006,174.81528
1008,97.88454
1013,93.60302
1015,139.00398
1016,185.36679
1022,226.09196
1026,204.2389
1028,229.60072
1031,28.38766
1034,92.91805
1037,220.07858
1040,109.58598
1042,88.8551
1046,119.265884
1048,138.867
1049,171.34508
1050,88.887085
1051,216.06314
1052,214.13069
1055,117.86203
1060,183.60687
1064,117.11586
1066,86.76914
1071,184.86685
1073,93.75956
1089,210.47531
1091,146.46002
1092,77.41204
1093,215.77553
1096,223.5074
1097,197.35674
1098,73.51758
1099,95.77593
1102,229.3213
1107,107.76014
1109,101.667816
1111,48.42247
1112,159.84555
1114,244.98598
1116,220.70438
1117,188.56436
1118,96.57685
1122,191.04977
1124,197.84221
1127,123.72176
1133,221.44043
1134,85.566216
1135,180.74402
1139,225.26318
1143,84.04837
1150,112.272514
1151,148.97655
1153,224.1245
1155,84.587494
1162,81.25866
1163,194.31165
1166,8.183354
1171,92.749176
1172,77.53175
1173,221.77747
1174,113.19752
1177,131.77417
1178,116.52353
1184,113.89315
1185,159.07504
1186,114.75525
1187,216.70175
1188,231.07253
1191,192.81573
1207,143.79167
1213,104.40119
1215,193.0061
1223,222.77199
1227,160.40736
1236,81.25364
1237,63.17559
1238,116.01668
1241,77.66518
1248,93.49228
1250,81.38279
1251,208.82478
1253,123.85121
1255,150.70514
1257,225.65044
1261,131.547
1262,225.04955
1265,180.21324
1273,223.19037
1277,211.93742
1278,159.0136
1280,115.11299
1284,181.40419
1285,239.08565
1288,109.27721
1295,151.14034
1297,247.107
1299,223.0598
1304,193.09047
1308,86.97013
1310,144.63393
1311,170.47699
1314,102.70486
1315,154.06985
1318,25.022478
1320,241.94708
1321,219.77399
1322,197.39973
1330,181.96504
1333,205.74797
1334,189.08878
1341,196.67816
1344,168.31277
1351,206.72777
1354,73.96728
1356,91.741425
1363,164.60886
1365,206.78793
1369,178.15817
1373,128.70349
1375,165.4024
1377,73.78092
1379,208.21477
1380,221.67336
1381,129.07375
1384,186.54187
1390,210.48648
1393,214.01158
1395,79.63146
1399,217.42351
1400,110.24206
1401,124.7675
1404,209.29616
1408,92.47466
1409,22.326809
1413,194.76988
1416,211.94334
1418,140.24017
1423,103.6934
1424,76.619965
1425,83.37661
1433,233.37212
1434,185.1147
1436,224.9214
1442,213.97037
1444,77.00245
1445,188.45773
1452,209.61072
1455,206.07396
1462,96.508766
1467,28.72121
1472,100.54786
1475,124.23187
1493,171.03409
1501,201.76239
1503,220.1786
1504,228.53069
1505,71.37962
1511,225.80286
1512,77.50785
1513,171.38077
1514,115.063965
1528,220.00385
1533,240.35535
1534,74.72496
1536,196.9728
1537,79.777985
1539,126.79026
1550,203.10994
1552,192.85344
1554,211.65927
1555,226.55069
1556,65.21361
1559,79.14963
1563,215.06783
1566,214.10571
1567,126.096016
1568,89.291626
1571,203.50807
1572,77.77451
1574,72.92819
1577,103.21601
1583,75.26197
1585,102.922424
1586,205.47426
1587,212.50781
1596,191.66422
1602,88.058044
1604,107.08322
1605,74.910934
1610,231.4576
1611,147.73772
1616,106.075325
1617,163.31879
1618,84.240555
1622,70.33251
1623,68.06493
1628,228.66164
1631,66.857635
1632,214.11159
1633,204.99893
1634,222.00412
1636,217.21953
1637,176.54597
1643,106.12448
1644,163.26451
1646,124.787346
1648,204.5477
1651,104.28055
1656,76.374565
1658,165.1772
1659,78.168625
1665,113.699234
1666,163.07936
1670,119.18779
1674,184.70464
1679,230.52426
1680,227.4681
1683,237.83624
1686,77.42398
1691,157.11002
1693,74.374855
1696,102.19642
1697,143.73001
1703,107.39397
1706,74.170654
1709,201.54294
1710,98.70003
1712,206.62044
1713,179.19836
1718,233.92316
1719,207.51514
1722,221.79863
1723,175.86653
1724,231.3256
1728,72.109116
1730,104.67855
1732,74.96797
1737,58.36658
1745,72.341965
1747,99.64971
1748,99.830246
1755,146.02953
1759,101.58476
1761,219.21927
1764,193.38542
1765,204.00446
1766,68.97865
1768,79.824776
1770,91.80905
1771,189.08264
1774,128.7371
1785,190.10374
1788,234.00679
1792,95.35431
1794,200.11809
1797,163.4349
1798,66.31385
1799,237.45427
1802,152.90535
1806,88.92725
1808,98.44739
1810,216.9716
1818,31.073036
1819,235.66829
1820,232.98264
1822,205.64598
1826,226.15402
1827,187.00511
1835,100.63204
1841,146.04337
1842,140.55357
1843,117.03576
1846,69.02089
1849,78.20662
1850,234.31868
1851,135.07668
1857,81.442154
1858,186.89594
1860,134.387
1861,210.11813
1864,106.40245
1869,223.42374
1871,109.50331
1872,20.008778
1875,77.01355
1878,240.83424
1879,217.51321
1885,60.1739
1888,121.99558
1889,67.184944
1890,150.55174
1896,163.64629
1897,227.32536
1898,181.04677
1900,108.721725
1905,94.34422
1908,112.15963
1909,161.81583
1913,99.313065
1918,137.10933
1922,243.8648
1923,183.42404
1925,217.85985
1926,166.24388
1927,230.15947
1930,205.16943
1935,98.54112
1939,124.30414
1942,140.42236
1943,187.5472
1948,246.48387
1949,215.1224
1951,153.02426
1953,150.34474
1959,195.17178
1963,85.82587
1967,187.66939
1973,208.07503
1975,104.89083
1976,67.08578
1990,150.38467
1993,145.12746
1997,95.737144
1999,184.65503
2001,201.61153
2004,80.398674
2010,145.67741
2013,183.98962
2017,232.21593
2021,136.09311
2023,90.38596
2026,204.94516
2037,86.03718
2039,101.397545
2041,79.8896
2046,76.2673
2050,107.70528
2060,209.30049
2067,155.49843
2069,193.64647
2072,214.03111
2074,202.78746
2079,161.91426
2083,93.51827
2085,111.27673
2087,77.01418
2093,185.05243
2094,90.13522
2097,101.58267
2103,124.54432
2104,80.84214
2107,229.70378
2108,64.68488
2110,35.823177
2115,223.12138
2117,83.692795
2125,228.98726
2127,239.42842
2133,71.01973
2134,240.6697
2135,155.8581
2141,218.15652
