ID_code,target
test_0,0.87303925
test_1,0.80598074
test_2,0.9507218
test_3,0.76901114
test_4,0.9157789
test_5,0.9911476
test_6,0.9911476
test_7,0.6533304
test_8,0.9911476
test_9,0.9730301
test_10,0.88210046
test_11,0.8283804
test_12,0.7605005
test_13,0.96404284
test_14,0.9911476
test_15,0.94808954
test_16,0.727505
test_17,0.96243316
test_18,0.88263404
test_19,0.96873546
test_20,0.888924
test_21,0.91738945
test_22,0.9558107
test_23,0.9259055
test_24,0.92949945
test_25,0.94881284
test_26,0.9404871
test_27,0.9911476
test_28,0.8293618
test_29,0.87730086
test_30,0.83863515
test_31,0.9463895
test_32,0.3005828
test_33,0.9183609
test_34,0.9911476
test_35,0.96156794
test_36,0.9911476
test_37,0.9731717
test_38,0.97309995
test_39,0.9911476
test_40,0.9592247
test_41,0.96858346
test_42,0.9731767
test_43,0.9911476
test_44,0.9730199
test_45,0.9290933
test_46,0.9549748
test_47,0.9390168
test_48,0.9669554
test_49,0.9601707
test_50,0.92877537
test_51,0.8788928
test_52,0.9911476
test_53,0.9911476
test_54,0.9512364
test_55,0.8495875
test_56,0.84418947
test_57,0.9858671
test_58,0.9514872
test_59,0.9537679
test_60,0.94036776
test_61,0.9650626
test_62,0.74068993
test_63,0.95367074
test_64,0.9911476
test_65,0.9288998
test_66,0.97298676
test_67,0.96649075
test_68,0.9911476
test_69,0.9911476
test_70,0.95370877
test_71,0.8153499
test_72,0.7866221
test_73,0.6784989
test_74,0.9731376
test_75,0.9731652
test_76,0.988691
test_77,0.92044634
test_78,0.9911476
test_79,0.9580367
test_80,0.8866646
test_81,0.97300875
test_82,0.70452166
test_83,0.9632062
test_84,0.47121805
test_85,0.92920274
test_86,0.8882256
test_87,0.6858962
test_88,0.8909433
test_89,0.9729169
test_90,0.7860781
test_91,0.9687631
test_92,0.9783653
test_93,0.68883413
test_94,0.97648376
test_95,0.72418755
test_96,0.9727409
test_97,0.9639491
test_98,0.90446156
test_99,0.98387456
test_100,0.9911476
test_101,0.9911476
test_102,0.9911476
test_103,0.9600006
test_104,0.95926625
test_105,0.8915382
test_106,0.96870095
test_107,0.9911476
test_108,0.92909825
test_109,0.92627484
test_110,0.8961175
test_111,0.9486165
test_112,0.9644478
test_113,0.9611104
test_114,0.9911476
test_115,0.9425172
test_116,0.96953154
test_117,0.882887
test_118,0.9721439
test_119,0.9911476
test_120,0.97291034
test_121,0.42608377
test_122,0.9911476
test_123,0.94729996
test_124,0.9581027
test_125,0.8749968
test_126,0.91703403
test_127,0.9593482
test_128,0.84168154
test_129,0.9677627
test_130,0.9730079
test_131,0.7941212
test_132,0.90712464
test_133,0.9684903
test_134,0.9911476
test_135,0.9911476
test_136,0.8397551
test_137,0.91306895
test_138,0.48097077
test_139,0.945982
test_140,0.96794623
test_141,0.9527161
test_142,0.80372083
test_143,0.9911476
test_144,0.9444862
test_145,0.9561104
test_146,0.9911476
test_147,0.9911476
test_148,0.79353654
test_149,0.9911476
test_150,0.9911476
test_151,0.87573904
test_152,0.9732337
test_153,0.85199463
test_154,0.7299403
test_155,0.9568654
test_156,0.95969725
test_157,0.9730046
test_158,0.9911476
test_159,0.94085705
test_160,0.972887
test_161,0.61773056
test_162,0.83181053
test_163,0.9643292
test_164,0.59395576
test_165,0.9698303
test_166,0.92243373
test_167,0.92608964
test_168,0.9732068
test_169,0.9673392
test_170,0.9911476
test_171,0.76796573
test_172,0.9039499
test_173,0.8418707
test_174,0.9727974
test_175,0.9681913
test_176,0.6828731
test_177,0.9122236
test_178,0.9532301
test_179,0.97225326
test_180,0.9911476
test_181,0.9648726
test_182,0.78506464
test_183,0.9731048
test_184,0.94159967
test_185,0.9731056
test_186,0.9911476
test_187,0.9518113
test_188,0.9911476
test_189,0.94717467
test_190,0.573267
test_191,0.9911476
test_192,0.8340069
test_193,0.9681901
test_194,0.9911476
test_195,0.9415112
test_196,0.96133935
test_197,0.97170323
test_198,0.9911476
test_199,0.86496234
test_200,0.97235626
test_201,0.8613861
test_202,0.9911476
test_203,0.8858165
test_204,0.96985203
test_205,0.9489631
test_206,0.82976884
test_207,0.9911476
test_208,0.9553574
test_209,0.9675601
test_210,0.9911476
test_211,0.86551845
test_212,0.94925195
test_213,0.93308294
test_214,0.9372737
test_215,0.5626676
test_216,0.9524112
test_217,0.28825396
test_218,0.91189253
test_219,0.9253352
test_220,0.90926677
test_221,0.9911476
test_222,0.8811514
test_223,0.95435166
test_224,0.9911476
test_225,0.96634686
test_226,0.9454495
test_227,0.9911476
test_228,0.8712779
test_229,0.9911476
test_230,0.76628864
test_231,0.84650236
test_232,0.9722501
test_233,0.9520648
test_234,0.9639798
test_235,0.9729918
test_236,0.93179053
test_237,0.9724583
test_238,0.9911476
test_239,0.847247
test_240,0.9054942
test_241,0.83049035
test_242,0.9911476
test_243,0.9911476
test_244,0.9911476
test_245,0.9911476
test_246,0.9027992
test_247,0.9805549
test_248,0.96112865
test_249,0.75719094
test_250,0.96602637
test_251,0.97297806
test_252,0.97300965
test_253,0.9531574
test_254,0.9875967
test_255,0.9198106
test_256,0.9303336
test_257,0.9911476
test_258,0.9179725
test_259,0.97202694
test_260,0.96607465
test_261,0.76258564
test_262,0.9730621
test_263,0.9020934
test_264,0.7197225
test_265,0.55998564
test_266,0.96937066
test_267,0.7284626
test_268,0.9731471
test_269,0.9588976
test_270,0.8550867
test_271,0.78142285
test_272,0.9594754
test_273,0.80935603
test_274,0.98901623
test_275,0.9911476
test_276,0.88566977
test_277,0.9911476
test_278,0.9646682
test_279,0.96357495
test_280,0.9911476
test_281,0.977813
test_282,0.8786088
test_283,0.9911476
test_284,0.48991612
test_285,0.83849335
test_286,0.9911476
test_287,0.97234666
test_288,0.43888253
test_289,0.9641942
test_290,0.76385415
test_291,0.96380544
test_292,0.8491835
test_293,0.9911476
test_294,0.9677072
test_295,0.9911476
test_296,0.89581484
test_297,0.7316533
test_298,0.9911476
test_299,0.8991205
test_300,0.9301351
test_301,0.9721843
test_302,0.7705949
test_303,0.97516215
test_304,0.9278421
test_305,0.82029474
test_306,0.94230497
test_307,0.8537677
test_308,0.97229147
test_309,0.9644006
test_310,0.9569162
test_311,0.9911476
test_312,0.7763929
test_313,0.9251008
test_314,0.9631873
test_315,0.85964036
test_316,0.9667535
test_317,0.5645573
test_318,0.9911476
test_319,0.9721371
test_320,0.9911476
test_321,0.9344195
test_322,0.8425131
test_323,0.85819507
test_324,0.97293055
test_325,0.8731473
test_326,0.9911476
test_327,0.9911476
test_328,0.9712724
test_329,0.928646
test_330,0.9911476
test_331,0.9729541
test_332,0.8721476
test_333,0.944846
