ID_code,target
test_0,0.052232828
test_1,0.6595979
test_2,8.3676e-07
test_3,0.08859951
test_4,0.01626366
test_5,1.5647503e-05
test_6,0.0013192729
test_7,0.07273385
test_8,1.451866e-05
test_9,0.0064049433
test_10,0.0074855103
test_11,0.093217045
test_12,0.063316874
test_13,0.021076307
test_14,0.00021645508
test_15,0.039715555
test_16,0.02826193
test_17,0.0060671074
test_18,0.0032941094
test_19,0.0047265966
test_20,0.33438322
test_21,0.029419366
test_22,0.009204615
test_23,0.0069969203
test_24,0.014866373
test_25,0.005396077
test_26,0.038084988
test_27,0.0015433253
test_28,0.067036085
test_29,0.060196742
test_30,0.097964406
test_31,0.002295497
test_32,0.22419979
test_33,0.69845915
test_34,0.0010902412
test_35,0.0049518566
test_36,0.000251981
test_37,0.0057523735
test_38,0.0008632684
test_39,0.005611904
test_40,0.008389746
test_41,0.022530654
test_42,0.00859645
test_43,0.00063565787
test_44,0.015891941
test_45,0.032600556
test_46,0.00995725
test_47,0.017482154
test_48,0.008227864
test_49,5.6811355e-06
test_50,0.03767437
test_51,0.049483847
test_52,0.0054017203
test_53,3.5373854e-05
test_54,0.003920344
test_55,0.0032410023
test_56,0.054949265
test_57,0.00045740703
test_58,0.013284939
test_59,0.0028397013
test_60,0.023865813
test_61,0.0046073827
test_62,0.44893315
test_63,0.03180257
test_64,0.0031832112
test_65,0.0040356945
test_66,0.0017736768
test_67,0.09848324
test_68,0.004889555
test_69,0.00010324575
test_70,0.0029586582
test_71,8.8346555e-05
test_72,0.052950397
test_73,0.12007264
test_74,0.011682143
test_75,0.0046892962
test_76,0.0014201312
test_77,0.008687168
test_78,9.509954e-05
test_79,0.00023027761
test_80,0.07158484
test_81,0.0016768656
test_82,0.037984435
test_83,0.018360151
test_84,0.48577297
test_85,0.015446381
test_86,0.12133121
test_87,0.4527017
test_88,0.018000005
test_89,0.0055673164
test_90,0.01991967
test_91,0.0013686324
test_92,0.00045993747
test_93,0.0068857498
test_94,0.015167467
test_95,0.037670244
test_96,0.0014835496
test_97,0.0012051614
test_98,0.03666198
test_99,3.785437e-08
test_100,0.0021359955
test_101,0.004563136
test_102,0.000565571
test_103,0.0015247712
test_104,0.007666901
test_105,0.021587841
test_106,0.06865443
test_107,0.03650209
test_108,0.010415877
test_109,1.6661728e-05
test_110,0.10187239
test_111,0.4303605
test_112,0.020394538
test_113,2.2889078e-06
test_114,0.00018173824
test_115,0.021815779
test_116,0.008175837
test_117,0.05616359
test_118,4.9745915e-07
test_119,0.00015681091
test_120,0.0012706002
test_121,0.6095427
test_122,0.0015889117
test_123,0.047343448
test_124,0.072515756
test_125,0.041869603
test_126,0.009700701
test_127,0.030072946
test_128,0.013217875
test_129,0.0043374486
test_130,0.009973674
